Time,Susceptible,Incubating,Contagious,Recovered,Total population,Field 6,Expected poulation growth (days-1),Field 8,Field 9
159.21,2626321.12415822,39182.60467136,5502.74219465,17370.88134407,2688377.35236830,,,,
159.82,2623043.98033813,40767.83661068,5726.78282567,18094.15249394,2687632.75226841,,,,
160.43,2619636.80892830,42413.72581307,5959.51609347,18846.87116634,2686856.92200118,,,,
161.04,2616094.84927681,44122.30091031,6201.24307988,19630.17990679,2686048.57317379,,,,
161.65,2612413.19976448,45895.63348142,6452.27221174,20445.26083450,2685206.36629214,,,,
162.26,2608586.81649176,47735.83667546,6712.91916120,21293.33660776,2684328.90893618,,,,
162.87,2604610.51223653,49645.06356479,6983.50671343,22175.67137630,2683414.75389104,,,,
163.48,2600478.95571333,51625.50520664,7264.36459895,23093.57171617,2682462.39723510,,,,
164.09,2596186.67116674,53679.38838997,7555.82928740,24048.38754265,2681470.27638677,,,,
164.70,2591728.03833310,55808.97304348,7858.24373941,25041.51299603,2680436.76811202,,,,
165.31,2587097.29280720,58016.54927984,8171.95711321,26074.38729474,2679360.18649499,,,,
165.92,2582288.52685236,60304.43405017,8497.32442234,27148.49555001,2678238.78087487,,,,
166.53,2577295.69069422,62674.96738200,8834.70614074,28265.36953543,2677070.73375239,,,,
167.14,2572112.59434072,65130.50817341,9184.46775118,29426.58840469,2675854.15867000,,,,
167.75,2566732.90997246,67673.42951506,9546.97923314,30633.77934991,2674587.09807057,,,,
168.36,2561150.17494971,70306.11351182,9922.61448583,31888.61819269,2673267.52114004,,,,
168.97,2555357.79548371,73030.94557501,10311.75068213,33192.82989931,2671893.32164015,,,,
169.58,2549349.05102205,75850.30815645,10714.76754897,34548.18901103,2670462.31573850,,,,
170.19,2543117.09939880,78766.57389546,11132.04656978,35956.51997975,2668972.23984379,,,,
170.80,2536654.98280181,81782.09815035,11563.97010433,37419.69739894,2667420.74845542,,,,
171.41,2529955.63461029,84899.21088683,12010.92042163,38939.64611877,2665805.41203753,,,,
172.02,2523011.88715685,88120.20789651,12473.27864113,40518.34123422,2664123.71492870,,,,
172.63,2515816.48046825,91447.34132011,12951.42357784,42157.80793394,2662373.05330015,,,,
173.24,2508362.07203955,94882.80945209,13445.73048709,43860.12119743,2660550.73317616,,,,
173.85,2500641.24769566,98428.74580516,13956.56970444,45627.40532707,2658653.96853233,,,,
174.46,2492646.53359368,102087.20741645,14484.30517699,47461.83330156,2656679.87948868,,,,
175.07,2484370.40941797,105860.16238007,15029.29288213,49365.62593616,2654625.49061633,,,,
175.68,2475805.32281771,109749.47659479,15591.87913046,51341.05083523,2652487.72937818,,,,
176.29,2466943.70513444,113756.89972027,16172.39874974,53390.42112158,2650263.42472604,,,,
176.90,2457777.98846337,117884.05034036,16771.17314756,55516.09392725,2647949.30587855,,,,
177.51,2448300.62408812,122132.40033803,17388.50825062,57720.46862951,2645542.00130628,,,,
178.12,2438504.10232373,126503.25849311,18024.69231960,60005.98481615,2643038.03795260,,,,
178.73,2428380.97379663,130997.75332183,18679.99363910,62375.11996346,2640433.84072101,,,,
179.34,2417923.87218333,135616.81518506,19354.65808319,64830.38681057,2637725.73226215,,,,
179.95,2407125.53842190,140361.15770173,20048.90655812,67374.33041393,2634909.93309568,,,,
180.56,2395978.84640092,145231.25851361,20762.93232478,70009.52486550,2631982.56210480,,,,
181.17,2384476.83012075,150227.33945867,21496.89820493,72738.56965913,2628939.63744348,,,,
181.78,2372612.71231055,155349.34622185,22250.93367656,75564.08568971,2625777.07789867,,,,
182.39,2360379.93447197,160596.92754440,23025.13186515,78488.71087048,2622490.70475200,,,,
183.00,2347772.18830710,165969.41408629,23819.54643945,81515.09535493,2619076.24418776,,,,
183.61,2334783.44847309,171465.79704984,24634.18842210,84645.89635069,2615529.33029572,,,,
184.22,2321408.00659042,177084.70668729,25469.02292720,87883.77251419,2611845.50871909,,,,
184.83,2307640.50641452,182824.39082950,26323.96583921,91231.37791651,2608020.24099974,,,,
185.44,2293475.98006281,188682.69358856,27198.88044940,94691.35557273,2604048.90967350,,,,
186.05,2278909.88517006,194657.03440182,28093.57406852,98266.33052916,2599926.82416957,,,,
186.66,2263938.14282604,200744.38760037,29007.79463637,101958.90250537,2595649.22756815,,,,
187.27,2248557.17612847,206941.26269958,29941.22735157,105771.63809055,2591211.30427016,,,,
187.88,2232763.94916465,213243.68562377,30893.49134697,109707.06249692,2586608.18863231,,,,
188.49,2216556.00621378,219647.18109041,31864.13643844,113767.65087620,2581834.97461883,,,,
189.10,2199931.51094162,226146.75639154,32852.63997737,117955.81920863,2576886.72651916,,,,
189.71,2182889.28533910,232736.88682088,33858.40383898,122273.91477842,2571758.49077738,,,,
190.32,2165428.84813654,239411.50300410,34880.75158109,126724.20625326,2566445.30897499,,,,
190.93,2147550.45240695,246163.98039645,35918.92580951,131308.87339042,2560942.23200333,,,,
191.54,2129255.12205451,252987.13121603,36972.08578831,136029.99639656,2555244.33545541,,,,
192.15,2110544.68686913,259873.19908230,38039.30533435,140889.54497343,2549346.73625921,,,,
192.76,2091421.81581471,266813.85662737,39119.57103663,145889.36708682,2543244.61056553,,,,
193.37,2071890.04820810,273800.20634159,40211.78084197,151031.17750149,2536933.21289315,,,,
193.98,2051953.82243810,280822.78490541,41314.74304848,156316.54613021,2530407.89652221,,,,
194.59,2031618.50186983,287871.57124536,42427.17574836,161746.88625045,2523664.13511399,,,,
195.20,2010890.39757887,294935.99853307,43547.70676059,167323.44264786,2516697.54552039,,,,
195.81,1989776.78756368,302004.97032344,44674.87409296,173047.27975096,2509503.91173104,,,,
196.42,1968285.93209259,309066.88099927,45807.12697068,178919.26982648,2502079.20988902,,,,
197.03,1946427.08485441,316109.64065714,46942.82746626,184940.08130991,2494419.63428772,,,,
197.64,1924210.49959958,323120.70453112,48080.25276197,191110.16735034,2486521.62424300,,,,
198.25,1901647.43198129,330087.10700855,49217.59807207,197429.75465257,2478381.89171448,,,,
198.86,1878750.13633388,336995.50024558,50352.98024713,203898.83270344,2469997.44953002,,,,
199.47,1855531.85715859,343832.19733891,51484.44207727,210517.14347178,2461365.64004655,,,,
200.08,1832006.81512480,350583.21995671,52609.95730483,217284.17167408,2452484.16406042,,,,
200.69,1808190.18743700,357234.35027427,53727.43635013,224199.13569893,2443351.10976033,,,,
201.30,1784098.08246485,363771.18700146,54834.73274635,231260.97928409,2433964.98149674,,,,
201.91,1759747.50858442,370179.20522882,55929.65027167,238468.36403933,2424324.72812425,,,,
202.52,1735156.33723288,376443.81975928,57009.95075805,245819.66290677,2414429.77065698,,,,
203.13,1710343.26023558,382550.45153293,58073.36254749,253312.95464746,2404280.02896346,,,,
203.74,1685327.74152376,388484.59669538,59117.58955747,260946.01943957,2393875.94721618,,,,
204.35,1660129.96342084,394231.89780596,60140.32090798,268716.33566805,2383218.51780283,,,,
204.96,1634770.76773575,399778.21663261,61139.24105392,276621.07797970,2372309.30340198,,,,
205.57,1609271.59196161,405109.70793572,62112.04035762,284657.11666995,2361150.45692491,,,,
206.18,1583654.40093601,410212.89360609,63056.42602785,292821.01845939,2349744.73902934,,,,
206.79,1557941.61437488,415074.73649187,63970.13334420,301109.04870795,2338095.53291890,,,,
207.40,1532156.03074388,419682.71322808,64850.93707852,309517.17510457,2326206.85615505,,,,
208.01,1506320.74797885,424024.88537041,65696.66301905,318041.07285794,2314083.36922625,,,,
208.62,1480459.08160897,428089.96813266,66505.19949798,326676.13140203,2301730.38064164,,,,
209.23,1454594.48087237,431867.39603592,67274.50881935,335417.46261675,2289153.84834440,,,,
209.84,1428750.44344306,435347.38479603,68002.63848189,344259.91055070,2276360.37727168,,,,
210.45,1402950.42940968,438520.98880588,68687.73209015,353198.06261899,2263357.21292470,,,,
211.06,1377217.77516043,441380.15360863,69328.03984828,362226.26223526,2250152.23085261,,,,
211.67,1351575.60783393,443917.76280794,69921.92853237,371338.62282294,2236753.92199719,,,,
212.28,1326046.76099292,446127.67892000,70467.89084146,380529.04313725,2223171.37389163,,,,
212.89,1300653.69216633,448004.77773970,70964.55403202,389791.22381632,2209414.24775437,,,,
213.50,1275418.40288583,449544.97586693,71410.68774798,399118.68506719,2195492.75156793,,,,
214.11,1250362.36181513,450745.25111994,71805.21096596,408504.78538098,2181417.60928200,,,,
214.72,1225506.43153560,451603.65564634,72147.19798512,417942.74116089,2167200.02632795,,,,
215.33,1200870.79950951,452119.32163048,72435.88340143,427425.64713760,2152851.65167902,,,,
215.94,1176474.91369447,452292.45958376,72670.66601765,436946.49743837,2138384.53673426,,,,
216.55,1152337.42322884,452124.34929343,72851.11165257,446498.20717008,2123811.09134493,,,,
217.16,1128476.12455011,451617.32359107,72976.95482587,456073.63437161,2109144.03733866,,,,
217.77,1104907.91324714,450774.74518506,73048.09930800,465665.60218751,2094396.35992770,,,,
218.38,1081648.74188293,449600.97687898,73064.61753778,475266.92111410,2079581.25741380,,,,
218.99,1058713.58395992,448101.34556939,73026.74892334,484870.41116895,2064712.08962160,,,,
219.60,1036116.40413393,446282.10048048,72934.89705464,494468.92383701,2049802.32550606,,,,
220.21,1013870.13471837,444150.36614888,72789.62586816,504055.36365042,2034865.49038582,,,,
220.82,991986.65845670,441714.09071850,72591.65481520,513622.70926418,2019915.11325458,,,,
221.43,970476.79748099,438981.99014199,72341.85309586,523164.03389675,2004964.67461559,,,,
222.04,949350.30831654,435963.48891273,72041.23302973,532672.52501280,1990027.55527180,,,,
222.65,928615.88273969,432668.65796793,71690.94264236,542141.50313456,1975116.98648454,,,,
223.26,908281.15424712,429108.15041073,71292.25755301,551564.43967881,1960246.00188967,,,,
223.87,888352.70985161,425293.13569654,70846.57225433,560934.97372758,1945427.39153007,,,,
224.48,868836.10688143,421235.23291745,70355.39087851,570246.92765265,1930673.65833004,,,,
225.09,849735.89442844,416946.44379872,69820.31754617,579494.32152640,1915996.97729974,,,,
225.70,831055.63906414,412439.08599402,69243.04639566,588671.38626412,1901409.15771794,,,,
226.31,812797.95442268,407725.72723181,68625.35138935,597772.57545579,1886921.60849963,,,,
226.92,794964.53423594,402819.12082621,67969.07599194,606792.57585800,1872545.30691209,,,,
227.53,777556.18839747,397732.14302082,67276.12281250,615726.31652924,1858290.77076003,,,,
228.14,760572.88162930,392477.73258674,66548.44329799,624568.97660372,1844168.03411775,,,,
228.75,744013.77432793,387068.83304557,65788.02756084,633315.99171056,1830186.62664489,,,,
229.36,727877.26517306,381518.33783642,64996.89441726,641963.05905587,1816355.55648261,,,,
229.97,712161.03509422,375839.03869394,64177.08170636,650506.14119559,1802683.29669010,,,,
230.58,696862.09220547,370043.57745231,63330.63695322,658941.46853577,1789177.77514677,,,,
231.19,681976.81733735,364144.40143959,62459.60843155,667265.54060571,1775846.36781421,,,,
231.80,667501.00981640,358153.72257798,61566.03667397,675475.12615637,1762695.89522471,,,,
232.41,653429.93316647,352083.48025925,60651.94647020,683567.26214283,1749732.62203875,,,,
233.02,639758.36043142,345945.30802142,59719.33938600,691539.25165517,1736962.25949400,,,,
233.63,626480.61884551,339750.50401252,58770.18682782,699388.66086584,1724389.97055169,,,,
234.24,613590.63360528,333510.00519144,57806.42367139,707113.31506568,1712020.37753378,,,,
234.85,601081.97052441,327234.36518337,56829.94246515,714711.29386229,1699857.57203523,,,,
235.46,588947.87738110,320933.73567867,55842.58821340,722180.92561667,1687905.12688984,,,,
236.07,577181.32379427,314617.85124021,54846.15373769,729520.78119406,1676166.10996623,,,,
236.68,565775.03949195,308296.01736331,53842.37560986,736729.66710514,1664643.09957026,,,,
237.29,554721.55086040,301977.10161603,52832.93064515,743806.61811267,1653338.20123424,,,,
237.90,544013.21568680,295669.52767460,51819.43293939,750750.88937717,1642253.06567796,,,,
238.51,533642.25603124,289381.27205939,50803.43143081,757561.94821319,1631388.90773463,,,,
239.12,523600.78918481,283119.86337027,49786.40796354,764239.46552512,1620746.52604373,,,,
239.73,513880.85669024,276892.38381716,48769.77582765,770783.30698843,1610326.32332347,,,,
240.34,504474.45141921,270705.47284069,47754.87874819,777193.52403905,1600128.32704714,,,,
240.95,495373.54271645,264565.33261950,46742.99029438,783470.34472988,1590152.21036021,,,,
241.56,486570.09963499,258477.73526438,45735.31367890,789614.16450960,1580397.31308787,,,,
242.17,478056.11229936,252448.03150495,44732.98191670,795625.53697512,1570862.66269613,,,,
242.78,469823.61144427,246481.16068139,43737.05831236,801505.16464495,1561546.99508298,,,,
243.39,461864.68618532,240581.66186184,42748.53724545,807253.88979655,1552448.77508916,,,,
244.00,454171.50008609,234753.68591505,41768.34522330,812872.68540694,1543566.21663138,,,,
244.61,446736.30559172,229001.00837779,40797.34217190,818362.64623171,1534897.30237312,,,,
245.22,439551.45690412,223327.04296672,39836.32293591,823724.98005368,1526439.80286043,,,,
245.83,432609.42137732,217734.85559475,38886.01896059,828960.99912870,1518191.29506135,,,,
246.44,425902.78951378,212227.17876315,37947.10012906,834072.11185255,1510149.18025854,,,,
247.05,419424.28364401,206806.42621093,37020.17673030,839059.81466933,1502310.70125457,,,,
247.66,413166.76537211,201474.70771371,36105.80153435,843925.68423847,1494672.95885864,,,,
248.27,407123.24186961,196233.84393489,35204.47195297,848671.36987459,1487232.92763205,,,,
248.88,401286.87109888,191085.38124163,34316.63226547,853298.58627125,1479987.47087723,,,,
249.49,395650.96604588,186030.60640795,33442.67589121,857809.10651734,1472933.35486237,,,,
250.10,390208.99803964,181070.56113642,32582.94769142,862204.75541214,1466067.26227963,,,,
250.71,384954.59923371,176206.05633857,31737.74628528,866487.40308289,1459385.80494045,,,,
251.32,379881.56432149,171437.68612223,30907.32636582,870658.95890683,1452885.53571638,,,,
251.93,374983.85155476,166765.84144187,30091.90100352,874721.36573765,1446562.95973781,,,,
252.54,370255.58313091,162190.72337464,29291.64392629,878676.59443462,1440414.54486646,,,,
253.15,365691.04501139,157712.35599179,28506.69176610,882526.63869155,1434436.73146084,,,,
253.76,361284.68623005,153330.59880084,27737.14626389,886273.51016092,1428625.94145569,,,,
254.37,357031.11774665,149045.15873926,26983.07642525,889919.23386785,1422978.58677901,,,,
254.98,352925.11089742,144855.60170564,26244.52062088,893465.84390745,1417491.07713139,,,,
255.59,348961.59549067,140761.36361838,25521.48862641,896915.37941821,1412159.82715367,,,,
256.20,345135.65759240,136761.76099622,24813.96359762,900269.88082352,1406981.26300975,,,,
256.81,341442.53704347,132856.00105821,24121.90397744,903531.38633277,1401951.82841189,,,,
257.42,337877.62474635,129043.19134400,23445.24533231,906701.92869319,1397067.99011584,,,,
258.03,334436.45975683,125322.34885789,22783.90211596,909783.53218295,1392326.24291364,,,,
258.64,331114.72621280,121692.40874260,22137.76935940,912778.20983617,1387723.11415097,,,,
259.25,327908.25012942,118152.23249051,21506.72428644,915687.96089002,1383255.16779638,,,,
259.86,324812.99608749,114700.61570215,20890.62785468,918514.76844417,1378919.00808849,,,,
260.47,321825.06383922,111336.29540283,20289.32622214,921260.59732281,1374711.28278700,,,,
261.08,318940.68485312,108057.95692974,19702.65214032,923927.39212938,1370628.68605257,,,,
261.69,316156.21881777,104864.24040267,19130.42627470,926517.07548447,1366667.96097962,,,,
262.30,313468.15012190,101753.74679227,18572.45845400,929031.54643725,1362825.90180542,,,,
262.91,310873.08432664,98725.04360036,18028.54884972,931472.67904106,1359099.35581778,,,,
263.52,308367.74464351,95776.67016723,17498.48908788,933842.32108418,1355485.22498281,,,,
264.13,305948.96843072,92907.14262108,16982.06329469,936142.29296651,1351980.46731301,,,,
264.74,303613.70371826,90114.95848480,16479.04907844,938374.38671390,1348582.09799540,,,,
265.35,301359.00577128,87398.60095558,15989.21844961,940540.36512139,1345287.19029786,,,,
265.96,299182.03369978,84756.54287244,15512.33868169,942641.96101746,1342092.87627137,,,,
266.57,297080.04712163,82187.25038679,15048.17311471,944680.87664143,1338996.34726457,,,,
267.18,295050.40288470,79689.18635095,14596.48190420,946658.78312641,1335994.85426626,,,,
267.79,293090.55185309,77260.81343905,14157.02271760,948577.32008078,1333085.70809051,,,,
268.40,291198.03576163,74900.59701464,13729.55138076,950438.09526111,1330266.27941814,,,,
269.01,289370.48414183,72607.00775883,13313.82247670,952242.68433016,1327533.99870751,,,,
269.62,287605.61132192,70378.52407232,12909.58989905,953992.63069347,1324886.35598676,,,,
270.23,285901.21350309,68213.63426442,12516.60736241,955689.44540879,1322320.90053871,,,,
270.84,284255.16591324,66110.83854147,12134.62887184,957334.60716254,1319835.24048909,,,,
271.45,282665.42003922,64068.65080688,11763.40915379,958929.56230796,1317427.04230785,,,,
272.06,281130.00093816,62085.60028420,11402.70405043,960475.72495996,1315094.03023274,,,,
272.67,279647.00462789,60160.23297450,11052.27087952,961974.47714175,1312833.98562366,,,,
273.28,278214.59555637,58291.11295851,10711.86876188,963427.16897881,1310644.74625558,,,,
273.89,276831.00414955,56476.82355386,10381.25891821,964835.11893585,1308524.20555746,,,,
274.50,275494.52443690,54715.96833686,10060.20493727,966199.61409284,1306470.31180387,,,,
275.11,274203.51175379,53007.17203821,9748.47301714,967521.91045626,1304481.06726540,,,,
275.72,272956.38051933,51349.08132128,9445.83218121,968803.23330205,1302554.52732387,,,,
276.33,271751.60208858,49740.36545126,9152.05447056,970044.77754698,1300688.79955738,,,,
276.94,270587.70267750,48179.71686306,8866.91511440,971247.70814529,1298882.04280024,,,,
277.55,269463.26135927,46665.85163537,8590.19267976,972413.16050770,1297132.46618210,,,,
278.16,268376.90813022,45197.50987786,8321.66920220,973542.24094019,1295438.32815047,,,,
278.77,267327.32204361,43773.45603830,8061.13029855,974636.02709984,1293797.93548031,,,,
279.38,266313.22940974,42392.47913562,7808.36526317,975695.56846558,1292209.64227412,,,,
279.99,265333.40206029,41053.39292497,7563.16714883,976721.88682153,1290671.84895562,,,,
280.60,264386.65567528,39755.03600025,7325.33283334,977715.97675103,1289183.00125990,,,,
281.21,263471.84817072,38496.27183926,7094.66307309,978678.80613937,1287741.58922244,,,,
281.82,262587.87814517,37275.98879646,6870.96254436,979611.31668361,1286346.14616960,,,,
282.43,261733.68338324,36093.10004777,6654.03987357,980514.42440778,1284995.24771236,,,,
283.04,260908.23941440,34946.54349180,6443.70765712,981389.02018210,1283687.51074542,,,,
283.65,260110.55812514,33835.28161149,6239.78247185,982235.97024475,1282421.59245323,,,,
284.26,259339.68642270,32758.30129983,6042.08487687,983056.11672512,1281196.18932453,,,,
284.87,258594.70494877,31714.61365328,5850.43940745,983850.27816715,1280010.03617665,,,,
285.48,257874.72684117,30703.25373603,5664.67456170,984619.25005203,1278861.90519094,,,,
286.09,257178.89654215,29723.28031823,5484.62278073,985363.80531901,1277750.60496012,,,,
286.70,256506.38865133,28773.77559089,5310.12042286,986084.69488367,1276674.97954875,,,,
287.31,255856.40682188,27853.84486027,5141.00773242,986782.64815284,1275633.90756741,,,,
287.92,255228.18269836,26962.61622397,4977.12880376,987458.37353530,1274626.30126139,,,,
288.53,254620.97489455,26099.24023118,4818.33154090,988112.55894788,1273651.10561451,,,,
289.14,254034.06800997,25262.88952905,4664.46761330,988745.87231615,1272707.29746846,,,,
289.75,253466.77168346,24452.75849717,4515.39240818,989358.96206937,1271793.88465818,,,,
290.36,252918.41968265,23668.06287200,4370.96497977,989952.45762915,1270909.90516357,,,,
290.97,252388.36902775,22908.03936278,4231.04799592,990526.96989142,1270054.42627787,,,,
291.58,251875.99914845,22171.94526058,4095.50768238,991083.09170139,1269226.54379280,,,,
292.19,251380.71107273,21459.05804178,3964.21376498,991621.39832124,1268425.38120072,,,,
292.80,250901.92664622,20768.67496737,3837.03941020,992142.44789010,1267650.08891390,,,,
293.41,250439.08778108,20100.11267916,3713.86116424,992646.78187635,1266899.84350081,,,,
294.02,249991.65573308,19452.70679404,3594.55889085,993134.92552176,1266173.84693973,,,,
294.63,249559.11040603,18825.81149729,3479.01570828,993607.38827765,1265471.32588925,,,,
295.24,249140.94968227,18218.79913574,3367.11792542,994064.66423257,1264791.53097600,,,,
295.85,248736.68877835,17631.05981180,3258.75497736,994507.23253170,1264133.73609920,,,,
296.46,248345.85962487,17062.00097884,3153.81936064,994935.55778776,1263497.23775211,,,,
297.07,247968.01026952,16511.04703890,3052.20656823,995350.09048341,1262881.35436006,,,,
297.68,247602.70430249,15977.63894305,2953.81502445,995751.26736507,1262285.42563507,,,,
298.29,247249.52030329,15461.23379518,2858.54602000,996139.51182822,1261708.81194669,,,,
298.90,246908.05130821,14961.30445954,2766.30364708,996515.23429416,1261150.89370900,,,,
299.51,246577.90429758,14477.33917262,2676.99473498,996878.83257824,1260611.07078342,,,,
300.12,246258.69970208,14008.84115961,2590.52878590,997230.69224959,1260088.76189718,,,,
300.73,245950.07092732,13555.32825597,2506.81791140,997571.18698248,1259583.40407717,,,,
301.34,245651.66389605,13116.33253425,2425.77676937,997900.67889926,1259094.45209893,,,,
301.95,245363.13660724,12691.39993643,2347.32250167,998219.51890507,1258621.37795041,,,,
302.56,245084.15871143,12280.08991225,2271.37467248,998528.04701429,1258163.67031046,,,,
303.17,244814.41110164,11881.97506335,2197.85520747,998826.59266899,1257720.83404146,,,,
303.78,244553.58551939,11496.64079373,2126.68833372,999115.47504925,1257292.38969609,,,,
304.39,244301.38417501,11123.68496647,2057.80052060,999395.00337569,1256877.87303777,,,,
305.00,244057.51938200,10762.71756686,1991.12042153,999665.47720421,1256476.83457460,,,,